"Drive","Path","Name","Extension","SizeGB","SizeMB","LastWrite","Type"
"C","C:\Users\enrik\AppData\Local\FortniteGame\Intermediate\PipInstall\Lib\site-packages\learning_agents.pth","learning_agents.pth",".pth","0","0","09/04/2026 14:52:39","Model/File"
"C","C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\cc8b4fd92f230ece.bin","cc8b4fd92f230ece.bin",".bin","0","0","02/08/2026 00:51:04","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\apps\desktop\release\win-unpacked\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","16/07/2026 15:32:12","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\node_modules\electron\dist\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","16/07/2026 15:32:12","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_SR6F7R8QM7CIK9QU.bin","c_SR6F7R8QM7CIK9QU.bin",".bin","0","0","05/12/2025 10:39:53","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_Q1JJ95IJFFRNT2GU.bin","c_Q1JJ95IJFFRNT2GU.bin",".bin","0","0","05/12/2025 10:39:54","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_9FGCD9G3CIHBMGC9.bin","c_9FGCD9G3CIHBMGC9.bin",".bin","0","0","15/02/2026 17:21:07","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_94KNEF8S46HLAJC9.bin","c_94KNEF8S46HLAJC9.bin",".bin","0","0","05/12/2025 10:39:53","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\AT\r_74DB6FURNR2TGPBK\c_6HM880EG8H6C0PCE.bin","c_6HM880EG8H6C0PCE.bin",".bin","0","0","14/05/2026 23:05:40","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\Accounts\r_74DB6FURNR2TGPBK.bin","r_74DB6FURNR2TGPBK.bin",".bin","0","0","14/05/2026 23:05:40","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\ID\r_74DB6FURNR2TGPBK\c_6HM880EG8H6C0PCE.bin","c_6HM880EG8H6C0PCE.bin",".bin","0","0","14/05/2026 23:05:40","Model/File"
"C","C:\Users\enrik\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\Nigori.bin","Nigori.bin",".bin","0","0","04/12/2025 22:44:02","Model/File"
"C","C:\Users\enrik\AppData\Local\librewolf\Profiles\v46y8z83.default-default\startupCache\urlCache-current.bin","urlCache-current.bin",".bin","0","0","21/07/2026 16:18:28","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\venv\Lib\site-packages\pywin32.pth","pywin32.pth",".pth","0","0","16/07/2026 15:26:54","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\venv\Lib\site-packages\google_generativeai-0.8.6-py3.13-nspkg.pth","google_generativeai-0.8.6-py3.13-nspkg.pth",".pth","0","0","01/08/2026 22:54:04","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\venv\Lib\site-packages\distutils-precedence.pth","distutils-precedence.pth",".pth","0","0","27/07/2026 00:02:31","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\venv\Lib\site-packages\_virtualenv.pth","_virtualenv.pth",".pth","0","0","16/07/2026 15:26:48","Model/File"
"C","C:\Users\enrik\AppData\Local\hermes\hermes-agent\venv\Lib\site-packages\__editable__.hermes_agent-0.18.2.pth","__editable__.hermes_agent-0.18.2.pth",".pth","0","0","16/07/2026 15:27:05","Model/File"
"C","C:\Users\enrik\AppData\Local\librewolf\Profiles\v46y8z83.default-default\startupCache\urlCache.bin","urlCache.bin",".bin","0","0","22/07/2026 13:29:54","Model/File"
"C","C:\Users\enrik\AppData\Local\NVIDIA\GLCache\c30d67effd5a80bf51a0817799acf3c8\96df249bb179d595\fbd1bf6ce3876606.bin","fbd1bf6ce3876606.bin",".bin","0","0","31/07/2026 14:57:04","Model/File"
"C","C:\Users\enrik\.cache\huggingface\hub\models--Systran--faster-whisper-tiny\snapshots\d90ca5fe260221311c53c58e660288d3deb8d356\model.bin","model.bin",".bin","0","0","14/08/2026 13:42:12","Model/File"
"C","C:\Users\enrik\AppData\Local\NVIDIA\GLCache\f02193a4f061fe68a169768ca516ac07\186620256eaaf137\603c510b695647d8.bin","603c510b695647d8.bin",".bin","0","0","15/07/2026 13:30:35","Model/File"
"C","C:\ProgramData\Packer\bhcache.160a1fa040f059f9.bin","bhcache.160a1fa040f059f9.bin",".bin","0","0","26/12/2025 13:21:06","Model/File"
"C","C:\ProgramData\Packer\bhcache.07d01897d114dd6f.bin","bhcache.07d01897d114dd6f.bin",".bin","0","0","26/12/2025 13:08:34","Model/File"
"C","C:\ProgramData\NVIDIA Corporation\Drs\update.bin","update.bin",".bin","0","0","31/07/2026 13:50:34","Model/File"
"C","C:\ProgramData\NVIDIA Corporation\Drs\nvdrssel.bin","nvdrssel.bin",".bin","0","0","14/08/2026 11:23:31","Model/File"
"C","C:\ProgramData\Mozilla-1de4eec8-1241-4177-a864-e594e8d1fb38\updates\F0DC299D809B9700\backgroundupdate\datareporting\glean\db\data.safe.bin","data.safe.bin",".bin","0","0","14/08/2026 08:53:25","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Support\MpWppUpdateLogging-20260813-170936.bin","MpWppUpdateLogging-20260813-170936.bin",".bin","0","0,4","13/08/2026 17:19:51","Model/File"
"C","C:\ProgramData\Packer\bhcache.23613789814f0ebe.bin","bhcache.23613789814f0ebe.bin",".bin","0","0","26/12/2025 12:59:45","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Support\MpWppTracing-20260814-081836-00000003-fffffffeffffffff.bin","MpWppTracing-20260814-081836-00000003-fffffffeffffffff.bin",".bin","0","0","14/08/2026 10:18:37","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Support\MpWppCoreTracing-20260813-170935-00000003-100000000.bin","MpWppCoreTracing-20260813-170935-00000003-100000000.bin",".bin","0","0,1","14/08/2026 02:09:36","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\EB888070-67C3-4640-BBA2-4D0464C380E5-0.bin","EB888070-67C3-4640-BBA2-4D0464C380E5-0.bin",".bin","0","0,3","27/05/2026 18:44:38","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\DF0A7DF8-62A1-46E9-A64F-ED04425AFC1D-0.bin","DF0A7DF8-62A1-46E9-A64F-ED04425AFC1D-0.bin",".bin","0","0,3","14/12/2025 10:29:51","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\73AAE224-BCE8-480E-BF75-8F8F2D6C56D8-0.bin","73AAE224-BCE8-480E-BF75-8F8F2D6C56D8-0.bin",".bin","0","0,3","16/04/2026 17:58:57","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\0379E791-20F7-4EF8-B6B8-12C793D0E6FA-0.bin","0379E791-20F7-4EF8-B6B8-12C793D0E6FA-0.bin",".bin","0","0,3","05/06/2026 15:49:06","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Scans\MpDiag.bin","MpDiag.bin",".bin","0","0","14/08/2026 02:25:28","Model/File"
"C","C:\ProgramData\Microsoft\Windows Defender\Support\MpWppCoreTracing-20260814-101836-00000003-100000000.bin","MpWppCoreTracing-20260814-101836-00000003-100000000.bin",".bin","0","0","14/08/2026 10:18:36","Model/File"
"C","C:\ProgramData\Packer\bhcache.988ea65960d72f79.bin","bhcache.988ea65960d72f79.bin",".bin","0","0","26/12/2025 12:57:45","Model/File"
"C","C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\AlternateServices.bin","AlternateServices.bin",".bin","0","0,1","22/07/2026 15:10:18","Model/File"
"C","C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\datareporting\glean\db\data.safe.bin","data.safe.bin",".bin","0","0","22/07/2026 15:11:01","Model/File"
"C","C:\Users\enrik\.cache\huggingface\hub\models--Systran--faster-whisper-base\snapshots\ebe41f70d5b6dfa9166e2c581c45c9c0cfc57b66\model.bin","model.bin",".bin","0","0","13/08/2026 21:12:02","Model/File"
"C","C:\Users\enrik\.cache\huggingface\hub\models--hexgrad--Kokoro-82M\snapshots\f3ff3571791e39611d31c381e3a41a3af07b4987\voices\ff_siwis.pt","ff_siwis.pt",".pt","0","0","14/08/2026 01:35:55","Model/File"
"C","C:\Users\enrik\.cache\codex-runtimes\codex-primary-runtime\dependencies\python\Lib\site-packages\distutils-precedence.pth","distutils-precedence.pth",".pth","0","0","01/06/2026 19:45:31","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Profiles\45jchyg8.Default (release)\settings\data.safe.bin","data.safe.bin",".bin","0","0","22/07/2026 20:13:57","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Profiles\45jchyg8.Default (release)\extension-store\data.safe.bin","data.safe.bin",".bin","0","0,1","22/07/2026 14:53:19","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Profiles\45jchyg8.Default (release)\datareporting\glean\db\data.safe.bin","data.safe.bin",".bin","0","0","22/07/2026 20:20:00","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Profiles\45jchyg8.Default (release)\SiteSecurityServiceState.bin","SiteSecurityServiceState.bin",".bin","0","0","22/07/2026 19:55:56","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Profiles\45jchyg8.Default (release)\AlternateServices.bin","AlternateServices.bin",".bin","0","0,1","22/07/2026 20:19:07","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Background Tasks Profiles\yjwjj20s.MozillaBackgroundTask-F0DC299D809B9700-backgroundupdate\SiteSecurityServiceState.bin","SiteSecurityServiceState.bin",".bin","0","0","13/08/2026 18:53:24","Model/File"
"C","C:\Users\enrik\AppData\Roaming\zen\Background Tasks Profiles\r32bnnv9.MozillaBackgroundTask-F0DC299D809B9700-defaultagent\datareporting\glean\db\data.safe.bin","data.safe.bin",".bin","0","0","14/08/2026 12:56:41","Model/File"
"C","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.11.15-windows-x86_64-none\Lib\site-packages\distutils-precedence.pth","distutils-precedence.pth",".pth","0","0","16/07/2026 15:26:10","Model/File"
"C","C:\Users\enrik\AppData\Roaming\Opera Software\Opera GX Stable\Default\Sync Data\Nigori.bin","Nigori.bin",".bin","0","0","03/02/2026 13:49:43","Model/File"
"C","C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\settings\data.safe.bin","data.safe.bin",".bin","0","0","22/07/2026 15:10:18","Model/File"
"C","C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\extension-store-menus\data.safe.bin","data.safe.bin",".bin","0","0","22/07/2026 13:54:26","Model/File"
"C","C:\Users\enrik\AppData\Roaming\librewolf\Profiles\v46y8z83.default-default\extension-store\data.safe.bin","data.safe.bin",".bin","0","0,1","21/07/2026 14:57:24","Model/File"
"C","C:\ProgramData\LGHUB\depots\824196\core\LGHUB\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,4","11/08/2026 19:56:44","Model/File"
"C","C:\ProgramData\GOG.com\Galaxy\redists\overlay\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","05/08/2026 15:54:06","Model/File"
"C","C:\ProgramData\GOG.com\Galaxy\redists\overlay\natives_blob.bin","natives_blob.bin",".bin","0","0,1","05/08/2026 15:54:06","Model/File"
"G","G:\AI\E-zzio\tools\voice_converter\.venv\Lib\site-packages\distutils-precedence.pth","distutils-precedence.pth",".pth","0","0","14/08/2026 01:39:29","Model/File"
"C","C:\Users\enrik\AppData\Local\Soulframe\Downloaded\Test\Tools\CEF3_1\V7\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,2","01/12/2025 10:46:16","Model/File"
"C","C:\Users\enrik\AppData\Local\Soulframe\Downloaded\Public\Tools\CEF3_1\V7\v8_context_snapshot.bin","v8_context_snapshot.bin",".bin","0","0,4","01/12/2025 10:46:16","Model/File"
"C","C:\Users\enrik\AppData\Local\Soulframe\Downloaded\Public\Tools\CEF3_1\V7\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,2","01/12/2025 10:46:16","Model/File"
"C","C:\Users\enrik\AppData\Local\Soulframe\Downloaded\Dev\Tools\CEF3_1\V7\v8_context_snapshot.bin","v8_context_snapshot.bin",".bin","0","0,4","01/12/2025 10:46:16","Model/File"
"C","C:\Users\enrik\AppData\Local\Soulframe\Downloaded\Dev\Tools\CEF3_1\V7\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,2","01/12/2025 10:46:16","Model/File"
"C","C:\Users\enrik\AppData\Local\Programs\wowup\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,4","15/01/2026 23:04:02","Model/File"
"C","C:\Users\enrik\AppData\Local\Programs\Warperia\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","04/08/2026 16:04:54","Model/File"
"C","C:\Users\enrik\AppData\Local\Programs\wago-app\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","07/06/2026 14:20:54","Model/File"
"C","C:\Users\enrik\AppData\Local\Programs\ReviewTool.gg\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","01/08/2026 15:16:30","Model/File"
"C","C:\Users\enrik\AppData\Local\Programs\Archon App\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","24/03/2026 19:14:22","Model/File"
"C","C:\Users\enrik\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Header.bin","TileCache_100_3_PNGEncoded_Header.bin",".bin","0","0","06/08/2026 16:26:34","Model/File"
"C","C:\Users\enrik\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Data.bin","TileCache_100_3_PNGEncoded_Data.bin",".bin","0","0,4","06/08/2026 16:26:34","Model/File"
"C","C:\Users\enrik\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AC\Microsoft\IdentityCache\1\UD\u_JRN7PUU2A1SE7ISK\e_C2GK9UTC67FSUCG3\Accounts\r_74DB6FURNR2TGPBK.bin","r_74DB6FURNR2TGPBK.bin",".bin","0","0","04/06/2026 16:10:23","Model/File"
"C","C:\Users\enrik\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_3_PNGEncoded_Header.bin","TileCache_100_3_PNGEncoded_Header.bin",".bin","0","0","10/08/2026 11:53:51","Model/File"
"C","C:\Users\enrik\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\LocalState\start2.bin","start2.bin",".bin","0","0","14/08/2026 15:27:03","Model/File"
"C","C:\Users\enrik\AppData\Local\Soulframe\Downloaded\Test\Tools\CEF3_1\V7\v8_context_snapshot.bin","v8_context_snapshot.bin",".bin","0","0,4","01/12/2025 10:46:16","Model/File"
"C","C:\Users\enrik\AppData\Local\NVIDIA\GLCache\f02193a4f061fe68a169768ca516ac07\186620256eaaf137\3b89d526f44602c6.bin","3b89d526f44602c6.bin",".bin","0","0,1","07/07/2026 13:29:18","Model/File"
"C","C:\Users\enrik\AppData\Local\Temp\ecache.bin","ecache.bin",".bin","0","0,1","14/08/2026 13:12:16","Model/File"
"C","C:\Users\enrik\AppData\Local\TopHeroes\app-1.115.11\TopHeroes_Data\Plugins\x86_64\VuplexWebViewChromium\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","15/07/2026 14:48:37","Model/File"
"G","G:\AI\E-zzio\runtime\cache\pip\wheels\1a\b0\8c\4b75c4116c31f83c8f9f047231251e13cc74481cca4a78a9ce\docopt-0.6.2-py2.py3-none-any.whl","docopt-0.6.2-py2.py3-none-any.whl",".whl","0","0","13/08/2026 21:03:13","Model/File"
"G","G:\AI\E-zzio\.venv\Lib\site-packages\onnxruntime\datasets\sigmoid.onnx","sigmoid.onnx",".onnx","0","0","13/08/2026 21:03:28","Model/File"
"G","G:\AI\E-zzio\.venv\Lib\site-packages\onnxruntime\datasets\mul_1.onnx","mul_1.onnx",".onnx","0","0","13/08/2026 21:03:28","Model/File"
"G","G:\AI\E-zzio\.venv\Lib\site-packages\onnxruntime\datasets\logreg_iris.onnx","logreg_iris.onnx",".onnx","0","0","13/08/2026 21:03:28","Model/File"
"G","G:\AI\E-zzio\.venv\Lib\site-packages\scipy-1.17.1-cp311-cp311-win_amd64.whl","scipy-1.17.1-cp311-cp311-win_amd64.whl",".whl","0","0","13/08/2026 21:03:24","Model/File"
"G","G:\AI\E-zzio\.venv\Lib\site-packages\distutils-precedence.pth","distutils-precedence.pth",".pth","0","0","12/08/2026 10:45:36","Model/File"
"C","C:\Users\enrik\AppData\Local\zen\Profiles\45jchyg8.Default (release)\startupCache\urlCache.bin","urlCache.bin",".bin","0","0","22/07/2026 16:33:00","Model/File"
"C","C:\Users\enrik\AppData\Local\zen\Profiles\45jchyg8.Default (release)\startupCache\urlCache-current.bin","urlCache-current.bin",".bin","0","0","22/07/2026 15:01:04","Model/File"
"C","C:\Users\enrik\AppData\Local\zen\Profiles\45jchyg8.Default (release)\startupCache\scriptCache-child-current.bin","scriptCache-child-current.bin",".bin","0","0,3","22/07/2026 15:01:04","Model/File"
"C","C:\Users\enrik\AppData\Local\uv\cache\sdists-v9\editable\5f1b90d7dff4884f\tNCA1-J7jrw8IJgB\hermes_agent-0.18.2-0.editable-py3-none-any.whl","hermes_agent-0.18.2-0.editable-py3-none-any.whl",".whl","0","0","16/07/2026 15:27:05","Model/File"
"C","C:\Users\enrik\AppData\Local\uv\cache\archive-v0\T9yQXqrMKKRAEI9v\distutils-precedence.pth","distutils-precedence.pth",".pth","0","0","16/07/2026 15:26:53","Model/File"
"C","C:\Users\enrik\AppData\Local\uv\cache\archive-v0\sx7BjHkbJPbjYW_c\pywin32.pth","pywin32.pth",".pth","0","0","16/07/2026 15:26:54","Model/File"
"C","C:\Users\enrik\AppData\Local\uv\cache\archive-v0\KTY55-bOFPDUZYqo\__editable__.hermes_agent-0.18.2.pth","__editable__.hermes_agent-0.18.2.pth",".pth","0","0","16/07/2026 15:27:05","Model/File"
"C","C:\Users\enrik\AppData\Local\Ubisoft Game Launcher\cache\ulcf\cfCache.bin","cfCache.bin",".bin","0","0","14/08/2026 15:35:26","Model/File"
"C","C:\Users\enrik\AppData\Local\TopHeroes\packages\workDir\TopHeroes_Data\Plugins\x86_64\VuplexWebViewChromium\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","15/07/2026 14:48:37","Model/File"
"C","C:\Users\enrik\AppData\Local\TopHeroes\app-1.113.11\TopHeroes_Data\Plugins\x86_64\VuplexWebViewChromium\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","15/07/2026 14:48:37","Model/File"
"C","C:\Users\enrik\AppData\Local\Programs\Archon App\snapshot_blob.bin","snapshot_blob.bin",".bin","0","0,3","24/03/2026 19:14:22","Model/File"
